Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE 3.4,SSP1,KOR,GDP|PPP,billion US$2010/yr,1681.131754,2157.549606,2709.885511,3184.854458,3611.768421,3889.617523,4081.078049,4189.451585,4217.1175,4167.017687
IMAGE 3.4,SSP1,ME,GDP|PPP,billion US$2010/yr,5061.650795,6139.158364,8734.15236,12068.59472,15657.50572,19254.28233,22942.41396,26272.12462,29192.68113,31710.55252
IMAGE 3.4,SSP1,MEX,GDP|PPP,billion US$2010/yr,1599.867829,1816.929563,2445.868825,3306.291537,4412.927042,5514.184762,6527.08426,7343.833186,7866.78599,8023.706448
IMAGE 3.4,SSP1,NAF,GDP|PPP,billion US$2010/yr,1866.067811,2241.062141,3418.77799,5545.613639,8894.106662,13155.61976,18058.02266,23127.56231,28269.82337,33405.3839
IMAGE 3.4,SSP1,OCE,GDP|PPP,billion US$2010/yr,992.3014437,1255.259948,1649.702877,2199.017918,2876.741012,3554.588104,4249.283879,4897.612243,5410.578619,5725.865871
IMAGE 3.4,SSP1,RCAM,GDP|PPP,billion US$2010/yr,804.1717094,942.9210124,1375.96818,1986.46368,2813.721532,3780.669022,4873.413424,5990.759607,7033.870983,7943.954577
IMAGE 3.4,SSP1,RSAF,GDP|PPP,billion US$2010/yr,399.3523386,544.8398298,868.5741742,1535.668806,2658.190617,4333.360425,6700.187566,9764.362459,13452.4281,17658.22804
IMAGE 3.4,SSP1,RSAM,GDP|PPP,billion US$2010/yr,2704.442007,2582.477561,3615.694461,4996.410426,6858.37154,8871.745784,10964.95141,12912.92518,14536.09639,15710.50091
IMAGE 3.4,SSP1,RSAS,GDP|PPP,billion US$2010/yr,1497.377539,2340.773075,3806.067261,6607.990388,10873.40816,16382.99862,23208.05088,30836.59109,38636.85048,46355.99387
IMAGE 3.4,SSP1,RUS,GDP|PPP,billion US$2010/yr,2421.11208,2760.235485,3280.203124,4072.887372,4965.046997,5948.089441,7046.37092,8127.428341,9208.707527,10334.8107
IMAGE 3.4,SSP1,SAF,GDP|PPP,billion US$2010/yr,661.5552552,712.4723513,860.9402743,1175.333235,1690.127679,2336.317775,3075.417534,3824.873419,4529.866903,5148.891811
IMAGE 3.4,SSP1,SEAS,GDP|PPP,billion US$2010/yr,3093.048341,4589.642673,7091.498885,10568.89866,13918.011,16918.35833,19715.0351,22058.34873,23902.0608,25291.80934
IMAGE 3.4,SSP1,STAN,GDP|PPP,billion US$2010/yr,558.1068824,883.0067066,1334.563017,1935.148625,2597.175129,3285.221219,4042.988399,4807.184852,5590.461423,6405.909512
IMAGE 3.4,SSP1,TUR,GDP|PPP,billion US$2010/yr,1055.325521,1744.628433,2749.335226,3777.855319,4665.060944,5376.521563,5918.017653,6259.964767,6460.040569,6568.013306
IMAGE 3.4,SSP1,UKR,GDP|PPP,billion US$2010/yr,560.6467266,550.5836618,584.7888192,842.4664245,1128.648593,1398.099722,1662.17604,1901.123347,2126.109776,2350.768156
IMAGE 3.4,SSP1,USA,GDP|PPP,billion US$2010/yr,15159.61013,17809.75584,22335.20584,26736.92324,31052.1785,34938.06335,38771.85196,42403.84583,45655.58199,48116.34851
IMAGE 3.4,SSP1,WAF,GDP|PPP,billion US$2010/yr,1301.958924,1783.525631,2667.001423,4557.814079,7704.697341,12457.18969,19234.77572,28079.53657,38890.49265,51550.63243
IMAGE 3.4,SSP1,WEU,GDP|PPP,billion US$2010/yr,14607.17997,15502.30097,19000.4541,22546.39691,26869.41933,31051.81286,34997.28417,38249.37514,40318.66808,40939.5001
IMAGE 3.4,SSP1,World,GDP|PPP,billion US$2010/yr,87802.51003,115669.4319,163150.0588,221174.2416,288783.4909,358984.5402,432390.2468,501691.4651,563792.0272,617652.3538
IMAGE 3.4,SSP2,BRA,GDP|MER,billion US$2010/yr,1571.817703,1614.227529,2016.493341,2770.658241,4004.223104,5632.352771,7580.709024,9730.246369,11962.63934,14248.2836
IMAGE 3.4,SSP2,CAN,GDP|MER,billion US$2010/yr,1462.266648,1679.514402,2141.965943,2701.639393,3338.273079,3980.257149,4653.924799,5291.582038,5847.297532,6320.517414
IMAGE 3.4,SSP2,CEU,GDP|MER,billion US$2010/yr,1221.368646,1546.193462,2161.844337,2673.169367,3002.294429,3260.186271,3491.290744,3660.856937,3792.900652,3924.163411
IMAGE 3.4,SSP2,CHN,GDP|MER,billion US$2010/yr,5608.679259,10702.94068,16761.91182,22188.29806,26814.71878,30887.67937,34591.98408,36952.82173,38481.43425,39505.73927
IMAGE 3.4,SSP2,EAF,GDP|MER,billion US$2010/yr,201.6726001,312.553272,505.4064789,925.8051978,1633.024769,2798.69514,4636.714951,7338.711036,11016.01791,15815.58061
IMAGE 3.4,SSP2,INDIA,GDP|MER,billion US$2010/yr,1752.574286,2862.49321,5602.282061,9363.24103,14097.57557,19907.81587,26540.02142,33432.67879,40013.19939,46179.39866
IMAGE 3.4,SSP2,INDO,GDP|MER,billion US$2010/yr,847.8488261,1323.904384,2145.567205,3175.780914,4287.185318,5475.89225,6708.454608,7932.804183,9067.824496,10067.48673
IMAGE 3.4,SSP2,JAP,GDP|MER,billion US$2010/yr,5361.714165,5545.003041,6167.137518,6715.600639,7293.338005,7833.807674,8251.144288,8558.164399,8811.898893,8944.519741
IMAGE 3.4,SSP2,KOR,GDP|MER,billion US$2010/yr,1295.042218,1662.045342,2102.982357,2406.253875,2616.818633,2757.617926,2889.44674,3000.236248,3087.528376,3172.602808
IMAGE 3.4,SSP2,ME,GDP|MER,billion US$2010/yr,2678.513105,3248.705653,4662.598404,6472.558052,8436.21441,10568.94069,12950.17848,15395.47022,17921.53836,20629.77434
IMAGE 3.4,SSP2,MEX,GDP|MER,billion US$2010/yr,1046.260015,1188.210665,1608.476143,2163.658815,2879.325319,3693.960639,4555.918611,5410.213237,6173.131499,6803.677047
IMAGE 3.4,SSP2,NAF,GDP|MER,billion US$2010/yr,770.1259106,924.8860505,1439.216794,2335.885799,3731.455422,5798.346502,8558.197631,11898.29073,15809.64313,20342.96938
IMAGE 3.4,SSP2,OCE,GDP|MER,billion US$2010/yr,1049.782282,1327.973113,1752.271873,2275.02324,2892.582752,3562.80533,4300.079411,5045.649357,5755.701835,6420.670403
IMAGE 3.4,SSP2,RCAM,GDP|MER,billion US$2010/yr,424.8449796,498.1464547,737.8217198,1081.033358,1554.469387,2176.486444,2965.472044,3899.59263,4945.545109,6109.31349
IMAGE 3.4,SSP2,RSAF,GDP|MER,billion US$2010/yr,185.4664677,253.033519,411.4030047,735.5979318,1271.716537,2168.14627,3607.775143,5774.10472,8832.295709,12923.14962
IMAGE 3.4,SSP2,RSAM,GDP|MER,billion US$2010/yr,1300.368232,1241.725584,1751.561811,2420.120564,3321.851941,4420.512904,5733.479463,7191.504575,8714.102067,10276.00771
IMAGE 3.4,SSP2,RSAS,GDP|MER,billion US$2010/yr,498.5776079,779.4003253,1315.861083,2335.929001,3888.630435,6176.12129,9416.392611,13659.14315,18775.28465,24791.3209
IMAGE 3.4,SSP2,RUS,GDP|MER,billion US$2010/yr,1082.620195,1234.261632,1474.909285,1837.619916,2214.053231,2669.588043,3219.307342,3808.160879,4465.031867,5213.643667
IMAGE 3.4,SSP2,SAF,GDP|MER,billion US$2010/yr,402.8189198,433.8221046,519.7577006,723.2637315,1065.576231,1530.016027,2112.162198,2796.911679,3578.267165,4435.474041
IMAGE 3.4,SSP2,SEAS,GDP|MER,billion US$2010/yr,1307.209634,1939.712558,3097.05494,4698.323019,6266.594846,7901.787463,9635.054948,11333.07747,12986.61204,14673.50067
IMAGE 3.4,SSP2,STAN,GDP|MER,billion US$2010/yr,211.2527683,334.2327476,512.223857,742.2571108,981.8875816,1272.294777,1647.860731,2088.77116,2610.634121,3228.521523
IMAGE 3.4,SSP2,TUR,GDP|MER,billion US$2010/yr,679.488616,1123.30707,1810.634262,2507.27644,3133.629191,3693.544128,4125.279147,4401.432083,4577.554988,4707.271342
IMAGE 3.4,SSP2,UKR,GDP|MER,billion US$2010/yr,188.5147432,185.1310475,201.1756575,283.2891005,368.7496837,466.4809453,577.8496978,692.9052168,817.2925798,955.3674552
IMAGE 3.4,SSP2,USA,GDP|MER,billion US$2010/yr,15159.61022,17809.75631,22282.2898,25719.82856,28944.61479,32257.77651,35696.65564,39014.07108,42190.02813,45236.09158
IMAGE 3.4,SSP2,WAF,GDP|MER,billion US$2010/yr,595.4643216,815.7137041,1224.935569,2140.091647,3673.327873,6246.685435,10367.89918,16551.64061,25335.9745,37332.34453
IMAGE 3.4,SSP2,WEU,GDP|MER,billion US$2010/yr,16383.87339,17387.87354,21290.02061,24782.03804,28799.97718,32959.09778,37163.70219,40914.91748,44034.87162,46468.7625
IMAGE 3.4,SSP2,World,GDP|MER,billion US$2010/yr,63287.76502,77974.75796,105697.8125,136174.2567,170512.0964,210096.8397,255977.0023,305773.8854,359604.2006,418726.1454
IMAGE 3.4,SSP2,BRA,GDP|PPP,billion US$2010/yr,2819.844121,2895.928226,3625.959717,4774.834841,6479.337313,8566.357335,10891.60582,13286.32227,15649.44216,17975.86167
IMAGE 3.4,SSP2,CAN,GDP|PPP,billion US$2010/yr,1459.996858,1676.906737,2130.380092,2631.275726,3182.626808,3737.170214,4313.786476,4857.459913,5334.728718,5743.932093
IMAGE 3.4,SSP2,CEU,GDP|PPP,billion US$2010/yr,2155.411744,2728.645964,3717.822356,4438.066195,4898.433852,5263.420119,5581.851016,5814.232476,6010.565328,6214.988792
IMAGE 3.4,SSP2,CHN,GDP|PPP,billion US$2010/yr,12895.55616,24608.35539,37276.18228,47125.75202,54998.10537,61393.10137,66753.93122,69813.11966,71532.76485,72531.82517
IMAGE 3.4,SSP2,EAF,GDP|PPP,billion US$2010/yr,529.3997908,820.4669272,1288.257267,2204.197603,3615.915955,5751.417992,8835.147093,12991.84084,18244.52107,24649.09729
IMAGE 3.4,SSP2,INDIA,GDP|PPP,billion US$2010/yr,5268.996141,8605.894674,16029.80697,24742.09336,34831.90854,46401.90018,58802.0629,70926.95223,82019.60529,92078.08353
IMAGE 3.4,SSP2,INDO,GDP|PPP,billion US$2010/yr,2086.854781,3258.596785,5115.842431,7181.280996,9287.841703,11448.07209,13599.0814,15652.04491,17507.03343,19102.99794
IMAGE 3.4,SSP2,JAP,GDP|PPP,billion US$2010/yr,4561.548375,4717.482252,5254.62581,5670.799077,6077.468388,6454.424521,6729.737396,6915.57214,7079.99256,7168.135778
IMAGE 3.4,SSP2,KOR,GDP|PPP,billion US$2010/yr,1681.131754,2157.549606,2704.313546,3052.502786,3283.447645,3424.88841,3539.366686,3626.46058,3689.670453,3744.98308
IMAGE 3.4,SSP2,ME,GDP|PPP,billion US$2010/yr,5061.650795,6139.158364,8729.006886,11827.14093,15097.43281,18553.74712,22249.56802,25909.31814,29613.52281,33488.87547
IMAGE 3.4,SSP2,MEX,GDP|PPP,billion US$2010/yr,1599.867829,1816.929563,2442.461497,3189.515836,4091.205108,5076.471145,6083.258602,7050.506014,7910.265867,8629.337871
IMAGE 3.4,SSP2,NAF,GDP|PPP,billion US$2010/yr,1866.067811,2241.062141,3413.965974,5221.434177,7814.875281,11368.65773,15782.19354,20812.74054,26442.25142,32678.70646
IMAGE 3.4,SSP2,OCE,GDP|PPP,billion US$2010/yr,992.3014437,1255.259948,1645.155626,2091.05086,2599.746244,3144.458458,3729.617785,4310.950867,4861.227202,5373.357365
IMAGE 3.4,SSP2,RCAM,GDP|PPP,billion US$2010/yr,804.1717094,942.9210124,1374.305488,1919.184972,2614.805936,3470.150515,4488.564644,5623.829927,6836.004171,8129.172166
IMAGE 3.4,SSP2,RSAF,GDP|PPP,billion US$2010/yr,399.3523386,544.8398298,867.628836,1463.637985,2374.023124,3773.561745,5833.671474,8676.76894,12379.67061,16981.55468
IMAGE 3.4,SSP2,RSAM,GDP|PPP,billion US$2010/yr,2704.442007,2582.477561,3611.101775,4807.07451,6306.944194,8038.812928,9998.447177,12063.74295,14139.83594,16201.95993
IMAGE 3.4,SSP2,RSAS,GDP|PPP,billion US$2010/yr,1497.377539,2340.773075,3801.627376,6251.014682,9674.974116,14349.15444,20483.87373,27952.02531,36451.21455,45963.37793
IMAGE 3.4,SSP2,RUS,GDP|PPP,billion US$2010/yr,2421.11208,2760.235485,3276.083445,3958.623018,4650.803119,5459.287266,6392.678834,7362.096292,8423.77205,9600.363932
IMAGE 3.4,SSP2,SAF,GDP|PPP,billion US$2010/yr,661.5552552,712.4723513,860.6669903,1152.209162,1595.403739,2151.935587,2800.625806,3512.218131,4280.718435,5082.280289
IMAGE 3.4,SSP2,SEAS,GDP|PPP,billion US$2010/yr,3093.048341,4589.642673,7078.566237,10133.2507,12997.70083,15875.08793,18800.99599,21559.97607,24177.6782,26780.32415
IMAGE 3.4,SSP2,STAN,GDP|PPP,billion US$2010/yr,558.1068824,883.0067066,1333.231619,1862.119865,2402.242638,3026.354605,3787.306537,4642.010974,5617.365226,6729.652477
IMAGE 3.4,SSP2,TUR,GDP|PPP,billion US$2010/yr,1055.325521,1744.628433,2742.407524,3650.687795,4446.82724,5144.0157,5676.514106,6022.134395,6253.958739,6430.816354
IMAGE 3.4,SSP2,UKR,GDP|PPP,billion US$2010/yr,560.6467266,550.5836618,583.0717005,774.8838724,960.2235677,1161.499736,1380.157633,1597.356618,1826.852706,2074.288585
IMAGE 3.4,SSP2,USA,GDP|PPP,billion US$2010/yr,15159.61013,17809.75584,22282.28962,25719.81671,28944.61444,32257.77608,35696.65538,39014.07057,42190.0174,45236.08172
IMAGE 3.4,SSP2,WAF,GDP|PPP,billion US$2010/yr,1301.958924,1783.525631,2666.06866,4431.113883,7181.237184,11453.02338,17772.28199,26542.94542,38138.34584,52887.34142
IMAGE 3.4,SSP2,WEU,GDP|PPP,billion US$2010/yr,14607.17997,15502.30097,18976.77183,21882.83901,25111.54629,28417.01,31720.35558,34712.27262,37300.84248,39413.67912
IMAGE 3.4,SSP2,World,GDP|PPP,billion US$2010/yr,87802.51003,115669.4319,162827.5853,212156.3553,265519.7393,325161.7763,391723.3459,461248.9854,533911.8484,610891.055
IMAGE 3.4,SSP3,BRA,GDP|MER,billion US$2010/yr,1571.817703,1614.227529,2011.519588,2655.706953,3489.164991,4358.662241,5173.265436,5921.002121,6631.4268,7367.702807
IMAGE 3.4,SSP3,CAN,GDP|MER,billion US$2010/yr,1462.266648,1679.514402,2140.014105,2602.588605,2990.242218,3267.995838,3481.642328,3618.036139,3693.403445,3736.101284
IMAGE 3.4,SSP3,CEU,GDP|MER,billion US$2010/yr,1221.368646,1546.193462,2149.28035,2491.85116,2567.816646,2573.250111,2547.048737,2485.472793,2420.229123,2367.043202
IMAGE 3.4,SSP3,CHN,GDP|MER,billion US$2010/yr,5608.679259,10702.94068,16700.03346,20927.97795,22997.65721,24015.50411,24372.16316,23854.61595,23243.22101,22746.13377
IMAGE 3.4,SSP3,EAF,GDP|MER,billion US$2010/yr,201.6726001,312.553272,502.7221133,847.5272353,1261.049001,1778.312624,2398.39446,3104.635205,3843.961928,4605.32603
IMAGE 3.4,SSP3,INDIA,GDP|MER,billion US$2010/yr,1752.574286,2862.49321,5568.767387,8601.942284,11344.68658,14002.50932,16367.47883,18407.44851,20089.07537,21625.18951
IMAGE 3.4,SSP3,INDO,GDP|MER,billion US$2010/yr,847.8488261,1323.904384,2133.392035,2933.82502,3515.501509,3990.933548,4370.88726,4687.297682,4938.42234,5142.735014
IMAGE 3.4,SSP3,JAP,GDP|MER,billion US$2010/yr,5361.714165,5545.003041,6147.629109,6272.22992,6020.416247,5671.170196,5255.879577,4891.169475,4620.473267,4395.008298
IMAGE 3.4,SSP3,KOR,GDP|MER,billion US$2010/yr,1295.042218,1662.045342,2094.543593,2253.117682,2178.964459,2019.884133,1864.91463,1716.946044,1595.328377,1516.256788
IMAGE 3.4,SSP3,ME,GDP|MER,billion US$2010/yr,2678.513105,3248.705653,4659.320601,6296.88932,7618.143989,8649.318108,9540.411858,10299.54165,11028.34817,11785.00216
IMAGE 3.4,SSP3,MEX,GDP|MER,billion US$2010/yr,1046.260015,1188.210665,1601.23817,2035.098942,2400.674189,2689.098668,2897.961937,3052.614626,3142.604101,3188.959697
IMAGE 3.4,SSP3,NAF,GDP|MER,billion US$2010/yr,770.1259106,924.8860505,1433.840932,2137.128442,2859.239778,3698.717274,4583.827012,5442.855012,6257.698586,7051.320078
IMAGE 3.4,SSP3,OCE,GDP|MER,billion US$2010/yr,1049.782282,1327.973113,1743.931698,2102.83835,2358.266578,2561.049463,2747.108796,2899.691119,3023.237362,3141.868561
IMAGE 3.4,SSP3,RCAM,GDP|MER,billion US$2010/yr,424.8449796,498.1464547,732.1507833,1010.87963,1297.233328,1592.08713,1884.09404,2158.025957,2407.078034,2650.172684
IMAGE 3.4,SSP3,RSAF,GDP|MER,billion US$2010/yr,185.4664677,253.033519,409.8449684,676.0912467,975.0956815,1349.794483,1804.204939,2325.449781,2882.874518,3439.901577
IMAGE 3.4,SSP3,RSAM,GDP|MER,billion US$2010/yr,1300.368232,1241.725584,1744.916479,2285.976574,2809.776971,3278.622388,3711.172703,4110.34792,4480.520288,4855.126939
IMAGE 3.4,SSP3,RSAS,GDP|MER,billion US$2010/yr,498.5776079,779.4003253,1308.703975,2146.905355,3047.051556,4053.620554,5150.976599,6278.069925,7328.240677,8328.421339
IMAGE 3.4,SSP3,RUS,GDP|MER,billion US$2010/yr,1082.620195,1234.261632,1475.114217,1783.254253,1975.264366,2149.887391,2345.936324,2534.095933,2742.750947,2985.630696
IMAGE 3.4,SSP3,SAF,GDP|MER,billion US$2010/yr,402.8189198,433.8221046,517.4519398,687.993913,935.7956279,1217.847141,1513.515132,1816.736802,2128.1059,2441.917564
IMAGE 3.4,SSP3,SEAS,GDP|MER,billion US$2010/yr,1307.209634,1939.712558,3081.535502,4350.761839,5232.298008,5989.323093,6653.41987,7177.11614,7610.433011,8022.872307
IMAGE 3.4,SSP3,STAN,GDP|MER,billion US$2010/yr,211.2527683,334.2327476,510.4779549,703.2217378,829.8180037,948.4172175,1095.470118,1255.593381,1433.066622,1628.248194
IMAGE 3.4,SSP3,TUR,GDP|MER,billion US$2010/yr,679.488616,1123.30707,1802.207684,2413.659117,2990.406163,3604.880619,4180.667255,4691.89148,5195.230812,5734.398887
IMAGE 3.4,SSP3,UKR,GDP|MER,billion US$2010/yr,188.5147432,185.1310475,200.3412004,250.6783426,267.3928238,282.349962,298.8798833,313.342329,331.6391821,354.7999139
IMAGE 3.4,SSP3,USA,GDP|MER,billion US$2010/yr,15159.61022,17809.75631,22219.61387,24543.70777,26222.35482,28021.2138,29818.89858,31571.07741,33456.0521,35553.56887
IMAGE 3.4,SSP3,WAF,GDP|MER,billion US$2010/yr,595.4643216,815.7137041,1220.716187,2023.85095,3062.597579,4449.190077,6211.381761,8328.624055,10736.39332,13396.75278
IMAGE 3.4,SSP3,WEU,GDP|MER,billion US$2010/yr,16383.87339,17387.87354,21249.70996,23544.01673,24940.4227,25728.62402,26175.27587,26243.66773,26110.58385,25857.84189
IMAGE 3.4,SSP3,World,GDP|MER,billion US$2010/yr,63287.76502,77974.75796,105359.0124,128579.7064,146187.3401,161942.283,176444.8151,189185.367,201370.4007,213918.33
IMAGE 3.4,SSP3,BRA,GDP|PPP,billion US$2010/yr,2819.844121,2895.928226,3622.673007,4595.995411,5744.03973,6879.824267,7877.074774,8741.11522,9548.865922,10386.5229
IMAGE 3.4,SSP3,CAN,GDP|PPP,billion US$2010/yr,1459.996858,1676.906737,2126.029995,2522.281791,2841.90697,3079.320046,3265.538821,3391.7414,3474.737791,3536.288218
IMAGE 3.4,SSP3,CEU,GDP|PPP,billion US$2010/yr,2155.411744,2728.645964,3703.240268,4172.307037,4266.170423,4272.92423,4228.315518,4142.624149,4070.397391,4021.983528
IMAGE 3.4,SSP3,CHN,GDP|PPP,billion US$2010/yr,12895.55616,24608.35539,37189.41076,44718.10076,47997.12367,49229.5623,49199.2985,47779.284,46361.8874,45275.96901
IMAGE 3.4,SSP3,EAF,GDP|PPP,billion US$2010/yr,529.3997908,820.4669272,1286.058419,2060.688886,2955.969844,4041.750034,5285.150322,6634.57723,8014.331765,9403.958601
IMAGE 3.4,SSP3,INDIA,GDP|PPP,billion US$2010/yr,5268.996141,8605.894674,15977.45435,23083.2419,29127.42616,34802.01254,39646.31317,43647.24937,46968.92026,50067.43347
IMAGE 3.4,SSP3,INDO,GDP|PPP,billion US$2010/yr,2086.854781,3258.596785,5099.623885,6722.578194,7867.404226,8802.658074,9532.314728,10125.12763,10607.47484,11009.67208
IMAGE 3.4,SSP3,JAP,GDP|PPP,billion US$2010/yr,4561.548375,4717.482252,5239.253754,5321.482355,5119.133739,4854.172932,4529.411474,4242.134683,4033.734334,3863.13345
IMAGE 3.4,SSP3,KOR,GDP|PPP,billion US$2010/yr,1681.131754,2157.549606,2696.642393,2876.007567,2791.678696,2608.548125,2418.26944,2238.373654,2093.28189,1995.901511
IMAGE 3.4,SSP3,ME,GDP|PPP,billion US$2010/yr,5061.650795,6139.158364,8734.80359,11534.95179,13809.28589,15649.27556,17206.85753,18524.65813,19815.32019,21141.15083
IMAGE 3.4,SSP3,MEX,GDP|PPP,billion US$2010/yr,1599.867829,1816.929563,2438.536809,3035.115649,3525.442318,3924.343927,4219.69835,4444.180942,4599.338644,4708.59491
IMAGE 3.4,SSP3,NAF,GDP|PPP,billion US$2010/yr,1866.067811,2241.062141,3410.459934,4865.118896,6315.258734,7946.777475,9598.17766,11169.66371,12666.0214,14107.41182
IMAGE 3.4,SSP3,OCE,GDP|PPP,billion US$2010/yr,992.3014437,1255.259948,1638.170184,1946.962715,2170.396118,2357.143341,2525.725899,2665.510463,2785.346782,2903.859547
IMAGE 3.4,SSP3,RCAM,GDP|PPP,billion US$2010/yr,804.1717094,942.9210124,1369.250883,1820.346897,2259.508203,2699.331961,3118.736767,3500.236906,3846.950601,4186.03966
IMAGE 3.4,SSP3,RSAF,GDP|PPP,billion US$2010/yr,399.3523386,544.8398298,866.4724836,1369.999609,1925.334065,2602.25191,3387.37156,4247.835109,5135.444778,6000.588636
IMAGE 3.4,SSP3,RSAM,GDP|PPP,billion US$2010/yr,2704.442007,2582.477561,3606.13777,4584.332228,5485.203947,6284.830501,6997.141397,7634.253623,8227.027581,8828.997729
IMAGE 3.4,SSP3,RSAS,GDP|PPP,billion US$2010/yr,1497.377539,2340.773075,3795.482881,5857.751296,7983.480016,10308.95622,12747.89356,15162.33513,17399.94829,19528.7141
IMAGE 3.4,SSP3,RUS,GDP|PPP,billion US$2010/yr,2421.11208,2760.235485,3275.274817,3828.700477,4166.757249,4474.006895,4801.332977,5119.265175,5484.3964,5903.44449
IMAGE 3.4,SSP3,SAF,GDP|PPP,billion US$2010/yr,661.5552552,712.4723513,856.9840793,1097.633292,1414.251604,1753.829355,2087.394182,2410.114461,2730.997748,3043.859114
IMAGE 3.4,SSP3,SEAS,GDP|PPP,billion US$2010/yr,3093.048341,4589.642673,7060.250665,9508.505891,11179.38997,12606.45766,13818.01475,14763.64825,15571.16907,16355.14934
IMAGE 3.4,SSP3,STAN,GDP|PPP,billion US$2010/yr,558.1068824,883.0067066,1332.94576,1785.146268,2099.630301,2395.032592,2733.152378,3089.452514,3476.89783,3890.702004
IMAGE 3.4,SSP3,TUR,GDP|PPP,billion US$2010/yr,1055.325521,1744.628433,2736.094542,3529.950896,4240.146376,4964.307061,5610.541374,6167.070924,6713.601065,7298.11998
IMAGE 3.4,SSP3,UKR,GDP|PPP,billion US$2010/yr,560.6467266,550.5836618,581.00963,697.4992682,731.7311657,761.1164302,791.9987394,819.7831087,858.6085032,908.1249004
IMAGE 3.4,SSP3,USA,GDP|PPP,billion US$2010/yr,15159.61013,17809.75584,22219.61361,24543.70838,26222.35421,28021.21363,29818.89824,31571.0768,33456.05219,35553.56869
IMAGE 3.4,SSP3,WAF,GDP|PPP,billion US$2010/yr,1301.958924,1783.525631,2666.203882,4252.480801,6238.994513,8806.805608,11930.32626,15524.34434,19474.51273,23670.73137
IMAGE 3.4,SSP3,WEU,GDP|PPP,billion US$2010/yr,14607.17997,15502.30097,18933.17187,20789.24433,21917.09025,22625.54623,23075.80792,23289.42433,23407.97415,23462.64285
IMAGE 3.4,SSP3,World,GDP|PPP,billion US$2010/yr,87802.51003,115669.4319,162461.2523,201120.1667,230395.0694,256751.9772,280450.7418,301045.065,320823.2088,341052.549
IMAGE 3.4,SSP5,BRA,GDP|MER,billion US$2010/yr,1571.817703,1614.227529,2028.760453,3043.890066,5043.858141,7779.571616,11130.5826,14790.88788,18413.85125,21696.4615
IMAGE 3.4,SSP5,CAN,GDP|MER,billion US$2010/yr,1462.266648,1679.514402,2149.930593,2988.845358,4199.316058,5560.837076,7136.675876,8813.752142,10408.97971,11709.85308
IMAGE 3.4,SSP5,CEU,GDP|MER,billion US$2010/yr,1221.368646,1546.193462,2185.325102,2999.805337,3687.482575,4266.023053,4860.639053,5404.553794,5883.684576,6318.576654
IMAGE 3.4,SSP5,CHN,GDP|MER,billion US$2010/yr,5608.679259,10702.94068,16910.16066,25079.45515,34431.99319,43186.31619,51823.63083,58516.90608,63460.39522,67016.82994
IMAGE 3.4,SSP5,EAF,GDP|MER,billion US$2010/yr,201.6726001,312.553272,511.1577611,1085.274617,2292.738219,4352.502099,7702.240287,12660.92541,19365.56607,28032.1472
IMAGE 3.4,SSP5,INDIA,GDP|MER,billion US$2010/yr,1752.574286,2862.49321,5675.155844,10983.07594,18966.09287,28650.21073,40037.95517,51914.05786,62906.6936,72407.56689
IMAGE 3.4,SSP5,INDO,GDP|MER,billion US$2010/yr,847.8488261,1323.904384,2171.553678,3676.962368,5627.693616,7663.433939,9795.142209,11896.46296,13840.56881,15495.51022
IMAGE 3.4,SSP5,JAP,GDP|MER,billion US$2010/yr,5361.714165,5545.003041,6212.017604,7654.942004,9705.256863,11615.50686,13401.57145,14913.48147,16064.26824,16733.23243
IMAGE 3.4,SSP5,KOR,GDP|MER,billion US$2010/yr,1295.042218,1662.045342,2120.978701,2709.779066,3378.451916,3935.728217,4472.212238,4963.214669,5382.571801,5727.732508
IMAGE 3.4,SSP5,ME,GDP|MER,billion US$2010/yr,2678.513105,3248.705653,4692.425411,7082.733369,10253.86842,13942.61382,18324.25723,23031.55406,27922.53632,32945.88244
IMAGE 3.4,SSP5,MEX,GDP|MER,billion US$2010/yr,1046.260015,1188.210665,1625.062334,2441.558657,3701.24846,5091.521978,6542.273669,7910.857638,9023.06183,9752.598347
IMAGE 3.4,SSP5,NAF,GDP|MER,billion US$2010/yr,770.1259106,924.8860505,1451.99236,2776.206911,5342.549155,9038.121555,13947.90882,19865.93223,26817.67645,34877.48191
IMAGE 3.4,SSP5,OCE,GDP|MER,billion US$2010/yr,1049.782282,1327.973113,1765.510473,2594.380252,3852.169173,5322.301883,7072.523329,8994.739134,10898.6872,12579.89423
IMAGE 3.4,SSP5,RCAM,GDP|MER,billion US$2010/yr,424.8449796,498.1464547,746.6215371,1219.34702,1996.252715,3026.324633,4356.730343,5929.995862,7653.190667,9469.280549
IMAGE 3.4,SSP5,RSAF,GDP|MER,billion US$2010/yr,185.4664677,253.033519,415.5698726,859.1945069,1808.012242,3451.248158,6159.90176,10268.23581,16055.09615,23789.14852
IMAGE 3.4,SSP5,RSAM,GDP|MER,billion US$2010/yr,1300.368232,1241.725584,1767.003707,2729.408219,4303.286319,6224.762153,8502.33098,10971.44799,13433.50759,15725.80936
IMAGE 3.4,SSP5,RSAS,GDP|MER,billion US$2010/yr,498.5776079,779.4003253,1331.061492,2772.709775,5464.376185,9367.321944,14872.97141,21953.75627,30340.66628,40061.62979
